code_insee,nom_commune,dette_par_habitant,dotations,dotations_par_habitant,annee_fin,commentaire_financier,strate,dotations_par_hab_mediane_strate,commentaire_financier_joli
62495,LEDINGHEM (62),1510.34,86475.0,258.13,2024,santé financière préoccupante — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel élevés; pic de dette en 2023 Tendance dette vs strate : hausse alors que la strate est en baisse.,< 500 hab,176.17,"Dette : en hausse (de 75.6 %), au-dessus de la médiane (+1 191 € /hab). Épargne brute : en baisse (de 29.6 %) Investissement : en hausse (de 91.3 %) Dotations par habitant : 258 € /hab (au-dessus de la médiane, +82 € /hab)."
62496,LEFAUX (62),1213.28,47578.0,198.24,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel élevés Tendance dette vs strate : hausse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 15.3 %), au-dessus de la médiane (+893 € /hab). Épargne brute : en hausse (de 153.8 %) Investissement : en hausse (de 127.6 %) Dotations par habitant : 198 € /hab (au-dessus de la médiane, +22 € /hab)."
62497,LEFOREST (62),2030.43,3519457.0,483.38,2024,santé financière préoccupante — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel élevés Tendance dette vs strate : hausse alors que la strate est en baisse.,5000-9999 hab,298.7,"Dette : en hausse (de 6.1 %), au-dessus de la médiane (+1 452 € /hab). Épargne brute : en hausse (de 209.8 %) Investissement : en hausse (de 61.0 %) Dotations par habitant : 483 € /hab (au-dessus de la médiane, +185 € /hab)."
62498,LENS (62),772.52,28021024.0,849.74,2024,situation globalement saine — dette en baisse depuis 2020 Tendance dette vs strate : évolution proche de la strate.,20 000-49 999 hab,531.1,"Dette : en baisse (de 18.6 %), au-dessous de la médiane (-3 € /hab). Épargne brute : globalement stable Investissement : en baisse (de 17.3 %) Dotations par habitant : 850 € /hab (au-dessus de la médiane, +319 € /hab)."
62499,LEPINE (62),555.4,83693.0,264.85,2024,santé financière préoccupante — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; investissement faible Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 66.1 %), au-dessus de la médiane (+236 € /hab). Épargne brute : en baisse (de 98.5 %) Investissement : en baisse (de 98.4 %) Dotations par habitant : 265 € /hab (au-dessus de la médiane, +89 € /hab)."
62500,LESPESSES (62),117.09,60642.0,150.48,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 73.0 %), au-dessous de la médiane (-203 € /hab). Épargne brute : en hausse (de 24.5 %) Investissement : en baisse (de 80.4 %) Dotations par habitant : 150 € /hab (au-dessous de la médiane, -26 € /hab)."
62501,LESPINOY (62),1165.83,61219.0,254.02,2024,santé financière à surveiller — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; investissement faible; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 50.4 %), au-dessus de la médiane (+846 € /hab). Épargne brute : en baisse (de 31.4 %) Investissement : en baisse (de 93.3 %) Dotations par habitant : 254 € /hab (au-dessus de la médiane, +78 € /hab)."
62502,LESTREM (62),385.58,202433.0,39.13,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement élevé; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,5000-9999 hab,298.7,"Dette : en baisse (de 42.7 %), au-dessous de la médiane (-193 € /hab). Épargne brute : en baisse (de 14.5 %) Investissement : globalement stable Dotations par habitant : 39 € /hab (au-dessous de la médiane, -260 € /hab)."
62503,LEUBRINGHEN (62),415.08,40195.0,127.2,2024,santé financière à surveiller — dette en baisse depuis 2020 — investissement faible; frais de personnel élevés Tendance dette vs strate : évolution proche de la strate.,< 500 hab,176.17,"Dette : en baisse (de 23.9 %), au-dessus de la médiane (+95 € /hab). Épargne brute : en baisse (de 71.1 %) Investissement : en baisse (de 81.2 %) Dotations par habitant : 127 € /hab (au-dessous de la médiane, -49 € /hab)."
62504,LEULINGHEM (62),901.92,31623.0,118.88,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 31.4 %), au-dessus de la médiane (+582 € /hab). Épargne brute : en hausse (de 185.9 %) Investissement : en baisse (de 10.0 %) Dotations par habitant : 119 € /hab (au-dessous de la médiane, -57 € /hab)."
62505,LEULINGHEN-BERNES (62),1666.75,32525.0,59.79,2024,santé financière à surveiller — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; investissement faible Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 49.5 %), au-dessus de la médiane (+1 297 € /hab). Épargne brute : en baisse (de 70.5 %) Investissement : en baisse (de 64.7 %) Dotations par habitant : 60 € /hab (au-dessous de la médiane, -129 € /hab)."
62506,LICQUES (62),887.66,515722.0,309.56,2024,santé financière préoccupante — dette en hausse préoccupante depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel contenus Tendance dette vs strate : hausse alors que la strate est en baisse.,500-1999 hab,189.055,"Dette : en hausse (de 148.9 %), au-dessus de la médiane (+518 € /hab). Épargne brute : en baisse (de 23.3 %) Investissement : en hausse (de 111.3 %) Dotations par habitant : 310 € /hab (au-dessus de la médiane, +121 € /hab)."
62507,LIENCOURT (62),0.0,82743.0,269.52,2024,santé financière à surveiller — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 100.0 %), au-dessous de la médiane (-320 € /hab). Épargne brute : en baisse (de 122.6 %) Investissement : en baisse (de 64.5 %) Dotations par habitant : 270 € /hab (au-dessus de la médiane, +93 € /hab)."
62508,LIERES (62),88.79,66865.0,184.71,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 62.4 %), au-dessous de la médiane (-231 € /hab). Épargne brute : en hausse (de 57.6 %) Investissement : en baisse (de 54.4 %) Dotations par habitant : 185 € /hab (au-dessus de la médiane, +9 € /hab)."
62509,LIETTRES (62),46.67,54438.0,147.93,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 67.0 %), au-dessous de la médiane (-273 € /hab). Épargne brute : en baisse (de 1584.5 %) Investissement : en baisse (de 66.6 %) Dotations par habitant : 148 € /hab (au-dessous de la médiane, -28 € /hab)."
62510,LIEVIN (62),1617.71,32673616.0,1069.55,2024,santé financière à surveiller — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel contenus Tendance dette vs strate : hausse alors que la strate est en baisse.,20 000-49 999 hab,531.1,"Dette : en hausse (de 34.1 %), au-dessus de la médiane (+842 € /hab). Épargne brute : en hausse (de 24.1 %) Investissement : en hausse (de 95.3 %) Dotations par habitant : 1 070 € /hab (au-dessus de la médiane, +538 € /hab)."
62511,LIGNEREUIL (62),43.85,35840.0,250.63,2024,santé financière à surveiller — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 70.2 %), au-dessous de la médiane (-276 € /hab). Épargne brute : en baisse (de 595.5 %) Investissement : en baisse (de 48.7 %) Dotations par habitant : 251 € /hab (au-dessus de la médiane, +74 € /hab)."
62512,LIGNY-LES-AIRE (62),375.69,156885.0,267.27,2024,situation globalement saine — dette en baisse depuis 2020 — frais de personnel contenus Tendance dette vs strate : évolution proche de la strate.,500-1999 hab,189.055,"Dette : en baisse (de 24.7 %), au-dessus de la médiane (+6 € /hab). Épargne brute : en hausse (de 42.4 %) Investissement : en baisse (de 35.9 %) Dotations par habitant : 267 € /hab (au-dessus de la médiane, +78 € /hab)."
62513,LIGNY-SUR-CANCHE (62),1665.8,22464.0,112.32,2024,santé financière à surveiller — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel élevés; pic de dette en 2021 Tendance dette vs strate : hausse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 14.8 %), au-dessus de la médiane (+1 346 € /hab). Épargne brute : globalement stable Investissement : en baisse (de 44.8 %) Dotations par habitant : 112 € /hab (au-dessous de la médiane, -64 € /hab)."
62514,LIGNY-SAINT-FLOCHEL (62),297.52,29884.0,121.48,2024,situation globalement saine — dette en baisse depuis 2020 — investissement élevé; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 55.9 %), au-dessous de la médiane (-22 € /hab). Épargne brute : en baisse (de 28.3 %) Investissement : en hausse (de 229.0 %) Dotations par habitant : 121 € /hab (au-dessous de la médiane, -55 € /hab)."
62515,LIGNY-THILLOY (62),171.68,93299.0,171.19,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 36.1 %), au-dessous de la médiane (-198 € /hab). Épargne brute : en hausse (de 32.9 %) Investissement : en hausse (de 36.3 %) Dotations par habitant : 171 € /hab (au-dessous de la médiane, -18 € /hab)."
62516,LILLERS (62),605.24,5703741.0,561.23,2024,situation globalement saine — dette en baisse depuis 2020 — investissement faible Tendance dette vs strate : baisse plus rapide que la strate.,10 000-19 999 hab,561.23,"Dette : en baisse (de 36.3 %), au-dessous de la médiane (-117 € /hab). Épargne brute : en hausse (de 342.0 %) Investissement : en baisse (de 23.2 %) Dotations par habitant : 561 € /hab (proche de la médiane, 0 € /hab)."
62517,LINGHEM (62),1171.06,16660.0,83.72,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; investissement faible Tendance dette vs strate : évolution proche de la strate.,< 500 hab,176.17,"Dette : en baisse (de 23.8 %), au-dessus de la médiane (+851 € /hab). Épargne brute : en hausse (de 69.8 %) Investissement : en baisse (de 68.5 %) Dotations par habitant : 84 € /hab (au-dessous de la médiane, -92 € /hab)."
62518,LINZEUX (62),419.51,26702.0,151.72,2024,situation globalement saine — dette en baisse depuis 2020 — investissement faible; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 51.0 %), au-dessus de la médiane (+100 € /hab). Épargne brute : en baisse (de 31.8 %) Investissement : en hausse (de 72.0 %) Dotations par habitant : 152 € /hab (au-dessous de la médiane, -24 € /hab)."
62519,LISBOURG (62),740.51,162118.0,263.61,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel contenus Tendance dette vs strate : évolution proche de la strate.,500-1999 hab,189.055,"Dette : en baisse (de 22.7 %), au-dessus de la médiane (+371 € /hab). Épargne brute : en hausse (de 132.2 %) Investissement : en baisse (de 18.2 %) Dotations par habitant : 264 € /hab (au-dessus de la médiane, +75 € /hab)."
62520,LOCON (62),0.0,446950.0,185.0,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement élevé Tendance dette vs strate : baisse plus rapide que la strate.,2000-3499 hab,194.55,"Dette : en baisse (de 100.0 %), au-dessous de la médiane (-447 € /hab). Épargne brute : globalement stable Investissement : en hausse (de 310.5 %) Dotations par habitant : 185 € /hab (au-dessous de la médiane, -10 € /hab)."
62521,LOGE (62),677.32,48643.0,219.11,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; investissement faible; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 34.5 %), au-dessus de la médiane (+358 € /hab). Épargne brute : en baisse (de 38.1 %) Investissement : en hausse (de 14.2 %) Dotations par habitant : 219 € /hab (au-dessus de la médiane, +43 € /hab)."
62522,LOISON-SUR-CREQUOISE (62),990.1,62422.0,219.02,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel élevés Tendance dette vs strate : évolution proche de la strate.,< 500 hab,176.17,"Dette : en baisse (de 24.6 %), au-dessus de la médiane (+670 € /hab). Épargne brute : en hausse (de 133.2 %) Investissement : en baisse (de 26.2 %) Dotations par habitant : 219 € /hab (au-dessus de la médiane, +43 € /hab)."
62523,LOISON-SOUS-LENS (62),1557.57,1969652.0,371.98,2024,santé financière à surveiller — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; frais de personnel élevés; pic de dette en 2023 Tendance dette vs strate : hausse alors que la strate est en baisse.,5000-9999 hab,298.7,"Dette : en hausse (de 83.7 %), au-dessus de la médiane (+979 € /hab). Épargne brute : en hausse (de 9.9 %) Investissement : en hausse (de 84.7 %) Dotations par habitant : 372 € /hab (au-dessus de la médiane, +73 € /hab)."
